SaleID,CustomerID,ProductID,TotalAmount,SaleDate
47,46,28,1278.64,2025-04-29
138,47,28,319.66,2024-08-16
479,12,28,319.66,2024-12-07
514,45,28,319.66,2024-10-03
534,12,28,319.66,2025-04-12
613,19,28,319.66,2024-12-27
635,38,28,319.66,2025-05-01
4,88,28,1598.3,2024-08-15
104,91,28,1598.3,2025-04-02
235,60,28,1598.3,2025-03-13
254,45,28,1598.3,2025-02-15
492,29,28,1598.3,2024-11-30
666,11,28,1598.3,2025-04-26
515,37,44,1004.2,2025-01-29
73,9,44,401.68,2024-11-10
400,33,44,401.68,2024-09-13
111,27,44,401.68,2025-05-31
378,73,44,401.68,2024-10-04
418,14,44,401.68,2025-01-05
828,13,44,401.68,2024-10-24
849,73,44,401.68,2024-06-19
97,27,44,602.52,2025-04-09
416,48,44,602.52,2025-01-27
697,12,44,602.52,2024-08-12
917,99,44,602.52,2025-05-08
477,20,44,803.36,2025-03-13
575,72,44,803.36,2024-12-09
650,100,44,803.36,2024-10-31
276,81,44,200.84,2025-05-13
460,55,44,200.84,2025-05-16
509,7,44,200.84,2025-05-03
989,39,44,200.84,2024-09-27
127,52,44,1004.2,2025-05-21
603,48,44,1004.2,2024-10-29
901,60,44,1004.2,2024-11-24
657,33,3,739.1,2025-03-17
135,33,3,1478.2,2024-08-12
292,38,3,739.1,2024-11-24
311,74,3,739.1,2025-01-19
358,64,3,739.1,2024-07-15
774,6,3,739.1,2024-09-13
120,49,3,1478.2,2025-01-11
100,36,3,369.55,2024-12-14
130,34,3,369.55,2024-11-22
267,36,3,369.55,2025-04-05
424,18,3,369.55,2024-09-29
728,73,3,369.55,2025-04-02
999,35,3,369.55,2025-01-19
369,70,3,1847.75,2024-08-03
457,79,3,1847.75,2024-09-29
729,11,3,1847.75,2024-07-24
109,17,3,1108.65,2024-06-30
110,47,3,1108.65,2025-04-02
226,73,3,1108.65,2025-03-26
374,4,3,1108.65,2025-02-26
432,36,3,1108.65,2025-02-12
648,18,3,1108.65,2024-09-03
673,58,3,1108.65,2024-10-18
816,38,3,1108.65,2025-05-09
890,61,3,1108.65,2024-12-24
6,77,30,543.55,2024-09-20
83,2,30,543.55,2024-08-10
170,18,30,543.55,2024-07-19
341,32,30,543.55,2024-08-16
559,50,30,543.55,2025-03-28
705,48,30,543.55,2024-10-12
712,58,30,543.55,2025-05-24
867,20,30,543.55,2024-09-27
987,52,30,543.55,2025-05-08
54,36,30,217.42,2024-11-16
202,18,30,217.42,2025-02-02
231,82,30,217.42,2025-05-29
776,67,30,217.42,2024-09-13
351,49,30,326.13,2024-11-07
422,82,30,326.13,2024-10-26
533,80,30,326.13,2025-03-24
604,57,30,326.13,2024-06-28
846,94,30,326.13,2024-10-01
884,72,30,326.13,2024-11-21
473,44,30,434.84,2024-11-25
555,40,30,434.84,2025-02-02
752,66,30,434.84,2025-04-21
12,21,30,108.71,2024-12-08
294,90,30,108.71,2024-07-20
361,68,30,108.71,2024-07-07
410,15,30,108.71,2025-02-02
438,16,30,108.71,2025-01-10
458,39,30,108.71,2024-07-22
736,39,30,108.71,2024-10-18
161,59,27,965.8,2024-10-17
185,9,27,772.64,2024-10-23
318,43,27,772.64,2025-01-05
405,96,27,386.32,2024-10-20
606,68,27,386.32,2024-07-27
637,74,27,386.32,2024-09-23
748,79,27,386.32,2025-05-29
796,41,27,386.32,2025-03-06
836,23,27,386.32,2024-12-21
597,6,27,579.48,2025-02-04
58,22,27,772.64,2024-12-02
229,2,27,772.64,2024-12-30
290,1,27,772.64,2024-07-17
709,68,27,772.64,2025-02-14
738,57,27,772.64,2024-10-08
325,60,27,193.16,2025-06-05
335,71,27,193.16,2025-05-18
354,100,27,193.16,2024-07-17
423,84,27,193.16,2024-10-25
615,4,27,193.16,2025-02-14
978,71,27,193.16,2025-03-07
868,48,27,965.8,2024-12-02
931,53,27,965.8,2025-03-03
727,93,39,1210.5,2025-04-07
607,26,39,807.0,2025-01-05
683,5,39,807.0,2024-09-08
171,72,39,1210.5,2025-05-05
495,4,39,1210.5,2025-01-03
291,89,39,1614.0,2024-10-06
511,63,39,1614.0,2024-11-04
562,42,39,1614.0,2024-12-22
593,17,39,1614.0,2024-10-05
225,88,39,403.5,2024-12-11
572,87,39,403.5,2024-09-10
580,17,39,403.5,2024-08-26
840,73,39,403.5,2025-04-15
909,13,39,403.5,2025-04-02
910,58,39,403.5,2025-02-04
217,22,39,2017.5,2024-06-20
280,78,39,2017.5,2024-10-25
558,79,39,2017.5,2024-07-03
626,94,39,2017.5,2025-03-21
772,26,39,2017.5,2025-02-01
938,87,39,2017.5,2024-10-11
759,37,35,138.62,2025-02-21
804,59,35,415.86,2025-01-01
186,43,35,554.48,2025-06-12
42,28,35,277.24,2025-06-14
266,91,35,277.24,2025-05-09
601,30,35,277.24,2025-05-12
9,88,35,415.86,2025-04-10
667,24,35,415.86,2025-06-13
699,71,35,415.86,2024-07-24
820,26,35,415.86,2024-12-31
949,60,35,415.86,2024-10-23
52,25,35,554.48,2025-06-01
305,65,35,554.48,2025-05-22
367,87,35,554.48,2025-06-02
656,51,35,554.48,2024-07-08
814,87,35,554.48,2025-03-02
902,55,35,554.48,2025-03-16
67,95,35,138.62,2025-03-24
632,77,35,138.62,2024-07-12
723,79,35,138.62,2025-02-27
835,30,35,138.62,2025-03-17
192,54,35,693.1,2024-08-24
640,68,35,693.1,2025-04-14
842,83,35,693.1,2024-10-16
298,29,42,877.6,2025-01-02
337,16,42,877.6,2025-01-22
357,85,42,877.6,2024-11-16
542,94,42,877.6,2024-11-10
724,65,42,877.6,2024-10-11
730,34,42,877.6,2025-04-21
831,62,42,877.6,2024-10-18
201,11,42,1755.2,2024-09-22
584,12,42,1755.2,2024-11-17
758,77,42,1755.2,2024-12-04
830,53,42,1755.2,2025-03-07
892,99,42,1755.2,2024-09-03
924,45,42,1755.2,2025-01-25
964,93,42,1755.2,2025-01-28
90,79,42,2194.0,2025-04-11
126,45,42,2194.0,2025-01-29
470,84,42,2194.0,2024-10-23
494,87,42,2194.0,2024-11-13
49,87,42,438.8,2025-04-05
164,19,42,438.8,2024-08-14
421,29,42,438.8,2024-10-06
430,54,42,438.8,2024-07-31
711,41,42,438.8,2025-04-15
833,37,42,438.8,2024-07-16
934,43,42,438.8,2024-11-17
990,84,42,438.8,2024-07-28
10,99,42,1316.4,2025-02-02
32,86,42,1316.4,2024-11-12
573,81,42,1316.4,2025-04-27
681,100,42,1316.4,2025-02-17
734,38,42,1316.4,2025-06-11
818,57,42,1316.4,2024-09-17
859,34,42,1316.4,2024-11-26
896,18,42,1316.4,2025-03-29
962,71,42,1316.4,2024-10-01
